n,pi,time,vel,precision
5000000,3.141024,2.094890832901001,2386759.215073756,0.00018100805944510926
10000000,3.1421472,2.3130526542663574,4323291.119878008,0.00017651760471662755
50000000,3.1417388,2.5870885848999023,19326744.469376013,4.651984719917525e-05
