,n,pi,time,vel,precision
0,5000000,3.14158,1.8758020401000977,2665526.475135504,4.027762726921346e-06
1,10000000,3.1412528,2.6664671897888184,3750280.5353445923,0.00010817875748614272
2,50000000,3.14181768,11.843963384628296,4221559.825564183,7.162813102128306e-05
