,n,pi,time,vel,precision
0,5000000,3.1411648,2.545567274093628,1964198.72728773,0.00013619002747041498
1,10000000,3.1405856,4.0371668338775635,2476984.5813865797,0.0003205551135479965
2,50000000,3.14179384,20.420992851257324,2448460.775839383,6.403962333469772e-05
