n,pi,time,vel,precision
5000000,3.1407296,3.589040994644165,1393129.810292324,0.00027471848993762614
10000000,3.141386,6.539191961288452,1529240.930561342,6.577988064658549e-05
50000000,3.14124864,30.96685528755188,1614629.5623404519,0.00010950292661267709
